,trading_day,component,lag_length,aic
60,275,61.0,1.0,-3.4646124575989985
61,275,62.0,1.0,-3.497268687912852
62,275,63.0,1.0,-3.5129659451798614
63,275,64.0,1.0,-3.519379683705141
64,275,65.0,1.0,-3.549225585713889
65,275,66.0,2.0,-3.5760719835509494
66,275,67.0,1.0,-3.5661595637596304
67,275,68.0,5.0,-3.593202784160462
68,275,69.0,1.0,-3.605068583789053
69,275,70.0,1.0,-3.610806029928265
70,275,71.0,6.0,-3.6372381488954377
71,275,72.0,6.0,-3.6443644627247416
72,275,73.0,3.0,-3.66192725835832
73,275,74.0,1.0,-3.680923784631138
74,275,75.0,1.0,-3.6872774415885745
75,275,76.0,1.0,-3.6864488678721594
76,275,77.0,7.0,-3.710235352545872
77,275,78.0,1.0,-3.7203311649791844
78,275,79.0,2.0,-3.7284082072167446
79,275,80.0,1.0,-3.749491267741678
80,275,81.0,2.0,-3.7895171540502095
81,275,82.0,2.0,-3.7835619318367484
82,275,83.0,1.0,-3.7955962073120664
83,275,84.0,1.0,-3.7917011088159294
84,275,85.0,15.0,-3.8978221693084945
85,275,86.0,1.0,-3.8067582041947916
86,275,87.0,11.0,-3.8190036236721943
87,275,88.0,2.0,-3.8677334463862656
88,275,89.0,1.0,-3.8553354580099457
89,275,90.0,2.0,-3.915445708712185
90,275,91.0,1.0,-3.8916641694076297
91,275,92.0,1.0,-3.9032394654794405
92,275,93.0,1.0,-3.9218849318692124
93,275,94.0,1.0,-3.938519897339319
94,275,95.0,1.0,-3.948562641989609
95,275,96.0,1.0,-3.9671108739666088
96,275,97.0,1.0,-3.984069880925629
97,275,98.0,1.0,-3.9792272404461224
98,275,99.0,1.0,-4.047817230281723
99,275,100.0,7.0,-4.013314374654796
0,276,1.0,2.0,0.25465404455509233
1,276,2.0,1.0,-0.8021230014860289
2,276,3.0,1.0,-1.2994976778688219
3,276,4.0,1.0,-1.4739431192542178
4,276,5.0,1.0,-1.4898454782425952
5,276,6.0,2.0,-1.9155452596633522
6,276,7.0,2.0,-1.9752624033524495
7,276,8.0,2.0,-2.1507522514643562
8,276,9.0,8.0,-2.2443879782653093
9,276,10.0,4.0,-2.429391268199535
10,276,11.0,3.0,-2.5513790133161858
11,276,12.0,4.0,-2.538756366722788
12,276,13.0,6.0,-2.6224632608247087
13,276,14.0,4.0,-2.6007446901996327
14,276,15.0,8.0,-2.6240524965480256
15,276,16.0,1.0,-2.6509408520420883
16,276,17.0,1.0,-2.663469036068718
17,276,18.0,4.0,-2.6973397489955273
18,276,19.0,2.0,-2.7502207346836434
19,276,20.0,11.0,-2.753680962600591
20,276,21.0,7.0,-2.7971469671212157
21,276,22.0,6.0,-2.8375465561984177
22,276,23.0,14.0,-2.929256175968285
23,276,24.0,2.0,-2.8838314110423364
24,276,25.0,9.0,-2.9071295057264748
25,276,26.0,1.0,-2.9065863389158144
26,276,27.0,12.0,-2.928523657984087
27,276,28.0,1.0,-2.9377987912940813
28,276,29.0,4.0,-2.9570188390096828
29,276,30.0,8.0,-2.995321720605935
30,276,31.0,10.0,-2.9947361096701903
31,276,32.0,1.0,-2.996069643206631
32,276,33.0,7.0,-3.042107128885705
33,276,34.0,10.0,-3.0803435955954783
34,276,35.0,3.0,-3.066835169764624
35,276,36.0,1.0,-3.095198832761896
36,276,37.0,3.0,-3.123261716416574
37,276,38.0,4.0,-3.1306642344865363
